,tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres_x,primaryName,film_2,film_3,film_4,averageRating,original_language,overview,popularity,release_date,runtime,spoken_languages,production_companies_name,region,poster_ok,clean_overview
184,tt0042792,movie,No Way Out,No Way Out,1950,106,"Crime,Drama,Film-Noir",Mildred Joanne Smith,tt0072210,tt4736024,tt0056759,7.4,en,"Robbers Ray Biddle and his brother are shot and taken to the local hospital. There, the two are treated by Dr. Brooks, the hospital's only black doctor. The brothers assault Brooks with racist slurs. And, when his brother ends up dying on the operating table, Ray accuses the doctor of murdering him. Blind with rage, Ray works to turn the white community of the city against Brooks, who finds an unlikely ally in the dead man's widow, Edie.",5.836,1950-08-16,106.0,['en'],['20th Century Fox'],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,robbers ray biddle and his brother are shot and taken to the local hospital there the two are treated by dr brooks the hospitals only black doctor the brothers assault brooks with racist slurs and when his brother ends up dying on the operating table ray accuses the doctor of murdering him blind with rage ray works to turn the white community of the city against brooks who finds an unlikely ally in the dead mans widow edie
189,tt0042803,movie,Olivia,Olivia,1951,88,"Comedy,Drama",Marina de Berg,tt0187770,tt0043266,tt0206012,6.9,fr,"""Olivia"" captures the awakening passions of an English adolescent sent away for a year to a small finishing school outside Paris. The innocent but watchful Olivia develops an infatuation for her headmistress, Mlle. Julie, and through this screen of love observes the tense romance between Mlle. Julie and the other head of the school, Mlle. Cara, in its final months.",2.73,1951-04-27,92.0,"['en', 'fr', 'it']","['Memnon Films', 'Les Films de la Pléiade', 'Filmsonor']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,olivia captures the awakening passions of an english adolescent sent away for a year to a small finishing school outside paris the innocent but watchful olivia develops an infatuation for her headmistress mlle julie and through this screen of love observes the tense romance between mlle julie and the other head of the school mlle cara in its final months
204,tt0042848,movie,Please Believe Me,Please Believe Me,1950,87,"Comedy,Mystery,Romance",Doreen Mary English,Pas de film,Pas de film,Pas de film,5.7,en,"A woman in London unexpectedly inherits a Texas ranching fortune, and takes a transatlantic voyage to collect her fortune, not suspecting two men aboard both plan on winning her hand before she reaches America. One is a gambler interested in her money, and the other, a rich man looking for a wife. The rich man's friend, meanwhile, believes the heiress is actually a gold-digger.",1.365,1950-05-12,87.0,['en'],['Metro-Goldwyn-Mayer'],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a woman in london unexpectedly inherits a texas ranching fortune and takes a transatlantic voyage to collect her fortune not suspecting two men aboard both plan on winning her hand before she reaches america one is a gambler interested in her money and the other a rich man looking for a wife the rich mans friend meanwhile believes the heiress is actually a golddigger
208,tt0042855,movie,Prehistoric Women,Prehistoric Women,1950,74,"Adventure,Fantasy",Judy Landon,tt0059982,tt0063878,Pas de film,2.9,en,"Tigri and her stone age friends, all of which are women, hate all men. However, she and her Amazon tribe see men as a ""necessary evil"" and capture them for potential husbands. Engor, who is smarter than the rest of the men, is able to escape them. He discovers fire and battle enormous beasts.",1.4,1950-11-01,74.0,['en'],['Alliance Productions'],FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,tigri and her stone age friends all of which are women hate all men however she and her amazon tribe see men as a necessary evil and capture them for potential husbands engor who is smarter than the rest of the men is able to escape them he discovers fire and battle enormous beasts
213,tt0042882,movie,Redwood Forest Trail,Redwood Forest Trail,1950,67,"Drama,Western",Jim Frasher,tt0043579,tt0042110,Pas de film,4.7,en,"Forest Ranger and singing cowboy, Rex Allen, attempts to save a camp for underprivileged boys with the help of ""Alfalfa "" Switzer who plays one of the boys.",0.952,1950-09-18,67.0,['en'],['Republic Pictures'],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,forest ranger and singing cowboy rex allen attempts to save a camp for underprivileged boys with the help of alfalfa  switzer who plays one of the boys
215,tt0042895,movie,Rio Grande,Rio Grande,1950,105,"Drama,Romance,Western",Claude Jarman Jr.,tt0041513,tt0041827,tt0039111,7.0,en,"Lt. Col. Kirby Yorke is posted on the Texas frontier to defend settlers against depredations of marauding Apaches. Col. Yorke is under considerable stress by a serious shortage of troops of his command. Tension is added when Yorke's son (whom he hasn't seen in fifteen years), Trooper Jeff Yorke, is one of 18 recruits sent to the regiment.",11.22,1950-11-15,105.0,['en'],"['Republic Pictures', 'Argosy Pictures']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,lt col kirby yorke is posted on the texas frontier to defend settlers against depredations of marauding apaches col yorke is under considerable stress by a serious shortage of troops of his command tension is added when yorkes son whom he hasnt seen in fifteen years trooper jeff yorke is one of  recruits sent to the regiment
224,tt0042909,movie,The Red Rose,La rose rouge,1951,95,Comedy,Georges Bellec,tt0060930,tt0046157,tt0145666,4.9,fr,"The Jacques Brothers, their temporary replacements, Yves Gérard and his troupe, as well as a famous movie star looking for a new partner, Evelyne Dorsey, are causing disruption at the ""La Rose rouge"" cabaret, the most famous cellar in Saint-Germain-des-Prés, to the delight of regulars.",0.773,1951-02-06,76.0,['fr'],['Les Films Marceau'],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,the jacques brothers their temporary replacements yves grard and his troupe as well as a famous movie star looking for a new partner evelyne dorsey are causing disruption at the la rose rouge cabaret the most famous cellar in saintgermaindesprs to the delight of regulars
228,tt0042952,movie,Shadow on the Wall,Shadow on the Wall,1950,84,"Comedy,Crime,Drama",Anthony Sydes,tt0040210,tt0044410,tt0039850,6.8,en,"Angered that her sister Celia has stolen her fiance, Dell Faring kills her and allows Celia's husband David, knocked out in an argument with Celia, to take the blame and end up on death row. Later Dell, finding out that David's young daughter Susan was witness to the crime and is undergoing psychiatric treatment, plans to eliminate her before her memory returns.",2.415,1950-05-19,84.0,['en'],['Metro-Goldwyn-Mayer'],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,angered that her sister celia has stolen her fiance dell faring kills her and allows celias husband david knocked out in an argument with celia to take the blame and end up on death row later dell finding out that davids young daughter susan was witness to the crime and is undergoing psychiatric treatment plans to eliminate her before her memory returns
236,tt0043011,movie,Andalousie,Andalousie,1951,94,Musical,Liliane Bert,tt0203156,tt0047484,tt0151066,5.4,fr,"Having fallen out with his girlfriend Dolorès, Juanito leaves for Mexico, where he becomes a famous matador.There he meets a Viennese singer, Fanny Miller, who falls for him so much so that she intercepts the letters Dolorès keeps on sending him. In desperation, Dolorès devotes all her time and efforts to dance and she becomes the celebrated dancer Estrellita. After a series of misunderstandings and ups and downs, the sun of Andalusia will finally reunite the two lovebirds.",0.909,1951-03-16,94.0,['fr'],"['Columbia Films', 'Union des Distributeurs Indépendants (U.D.I.F.)', 'Compagnie Commerciale Française Cinématographique (CCFC)']",FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,having fallen out with his girlfriend dolors juanito leaves for mexico where he becomes a famous matadorthere he meets a viennese singer fanny miller who falls for him so much so that she intercepts the letters dolors keeps on sending him in desperation dolors devotes all her time and efforts to dance and she becomes the celebrated dancer estrellita after a series of misunderstandings and ups and downs the sun of andalusia will finally reunite the two lovebirds
238,tt0043014,movie,Sunset Boulevard,Sunset Blvd.,1950,110,"Drama,Film-Noir",Jorge Arvizu,tt0048280,tt0382932,tt0065688,8.4,en,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,14.261,1950-08-10,110.0,['en'],['Paramount'],US,https://media.themoviedb.org/t/p/w220_and_h330_face/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,a hack screenwriter writes a screenplay for a former silent film star who has faded into hollywood obscurity
259,tt0043035,movie,The Texan Meets Calamity Jane,The Texan Meets Calamity Jane,1950,71,"Drama,Western",Farrell Lester,Pas de film,Pas de film,Pas de film,4.4,en,"A western in which Calamity Jane's (Evelyn Ankers) rightful ownership of a gambling hall is challenged. She nearly loses the business to a shady crook, but Texas lawyer Ellison puts up a legal battle to help her stay in charge. After a sensational fight, the letters proving her right are discovered.",0.926,1950-11-15,71.0,['en'],['Columbia Pictures'],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a western in which calamity janes evelyn ankers rightful ownership of a gambling hall is challenged she nearly loses the business to a shady crook but texas lawyer ellison puts up a legal battle to help her stay in charge after a sensational fight the letters proving her right are discovered
263,tt0043075,movie,The Sound of Fury,The Sound of Fury,1950,91,"Crime,Drama,Film-Noir",Donald Ross,Pas de film,Pas de film,Pas de film,7.2,en,A family man -desperate for a job- latches onto a friend that encourages him into being a criminal.,3.339,1950-12-12,85.0,['en'],['Robert Stillman Productions'],FR,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a family man desperate for a job latches onto a friend that encourages him into being a criminal
270,tt0043078,movie,The 20 Questions Murder Mystery,The 20 Questions Murder Mystery,1950,95,"Crime,Mystery",Sonya O'Shea,tt0165077,tt0175999,Pas de film,6.2,en,"The story evolves around a radio panel game show ""Twenty Questions."" The panel is challenged with an anonymous question. The answer leads to a series of murders in which the killer uses the program to name his victims in advance. Two reporters spot a link between them and enlist the aid of the panel in trapping the guilty party.",0.845,1950-01-01,95.0,['en'],"['Pax Films', 'Pendennis Productions', 'Grand National Pictures']",GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,the story evolves around a radio panel game show twenty questions the panel is challenged with an anonymous question the answer leads to a series of murders in which the killer uses the program to name his victims in advance two reporters spot a link between them and enlist the aid of the panel in trapping the guilty party
272,tt0043080,movie,Two Lost Worlds,Two Lost Worlds,1951,61,"Adventure,Romance,Sci-Fi",Michael Rye,tt0083481,tt0112175,tt0125065,4.1,en,Shipwreck survivors land on an uncharted island inhabited by prehistoric beasts.,1.375,1951-01-05,61.0,['en'],['Sterling Productions Inc.'],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,shipwreck survivors land on an uncharted island inhabited by prehistoric beasts
